Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,ship_days,order_month,order_quarter,order_dayofweek,order_year,order_day,margin_potential
Standard Class,Consumer,Jackson,Mississippi,39212,South,Office Supplies,Storage,173.8,5,0.0,43.45,4,11,4,3,2017,30,173.8
Standard Class,Consumer,Henderson,Kentucky,42420,South,Office Supplies,Storage,36.63,3,0.0,9.8901,6,10,4,2,2015,28,36.63
Second Class,Consumer,Olympia,Washington,98502,West,Office Supplies,Storage,14.03,1,0.0,4.0687,4,6,2,5,2017,17,14.03
Second Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Storage,31.44,3,0.0,8.4888,2,9,3,5,2017,23,31.44
Standard Class,Consumer,Yonkers,New York,10701,East,Office Supplies,Storage,362.92,2,0.0,105.2468,4,3,1,1,2016,1,362.92
First Class,Home Office,Harrisonburg,Virginia,22801,South,Office Supplies,Storage,122.48,2,0.0,0.0,1,12,4,5,2014,20,122.48
Standard Class,Corporate,Seattle,Washington,98103,West,Office Supplies,Storage,485.88,6,0.0,9.7176,6,11,4,0,2014,24,485.88
Standard Class,Corporate,Seattle,Washington,98103,West,Office Supplies,Storage,197.58,2,0.0,53.3466,6,11,4,0,2014,24,197.58
Standard Class,Consumer,Providence,Rhode Island,2908,East,Office Supplies,Storage,14.9,5,0.0,1.043,7,6,2,6,2016,26,14.9
Standard Class,Corporate,Lawrence,Massachusetts,1841,East,Office Supplies,Storage,46.26,3,0.0,12.4902,5,9,3,6,2014,28,46.26
Standard Class,Consumer,Middletown,Connecticut,6457,East,Office Supplies,Storage,552.56,4,0.0,0.0,7,5,2,0,2016,16,552.56
First Class,Corporate,Arlington,Virginia,22204,South,Office Supplies,Storage,31.4,2,0.0,7.85,3,3,1,0,2016,28,31.4
Second Class,Consumer,Pleasant Grove,Utah,84062,West,Office Supplies,Storage,158.9,5,0.0,7.945,5,8,3,0,2014,4,158.9
Same Day,Home Office,Smyrna,Georgia,30080,South,Office Supplies,Storage,80.98,1,0.0,1.6196,0,2,1,4,2016,5,80.98
Same Day,Home Office,Smyrna,Georgia,30080,South,Office Supplies,Storage,154.44,3,0.0,1.5444,0,2,1,4,2016,5,154.44
Standard Class,Corporate,Bridgeton,New Jersey,8302,East,Office Supplies,Storage,40.74,3,0.0,0.4074,4,10,4,5,2016,29,40.74
Same Day,Consumer,Columbia,South Carolina,29203,South,Office Supplies,Storage,354.9,5,0.0,17.745,0,3,1,1,2014,4,354.9
First Class,Corporate,Seattle,Washington,98115,West,Office Supplies,Storage,1247.64,3,0.0,349.3392,1,3,1,3,2015,19,1247.64
First Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Storage,169.68,6,0.0,45.8136,3,11,4,5,2017,18,169.68
First Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Storage,95.94,3,0.0,9.594,3,11,4,5,2017,18,95.94
Standard Class,Corporate,Baltimore,Maryland,21215,East,Office Supplies,Storage,497.61,9,0.0,129.3786,5,4,2,0,2014,28,497.61
Second Class,Consumer,South Bend,Indiana,46614,Central,Office Supplies,Storage,34.76,1,0.0,9.7328,5,7,3,0,2015,20,34.76
Second Class,Consumer,South Bend,Indiana,46614,Central,Office Supplies,Storage,141.4,5,0.0,38.178,5,7,3,0,2015,20,141.4
Second Class,Consumer,Florence,South Carolina,29501,South,Office Supplies,Storage,191.88,6,0.0,19.188,4,6,2,2,2016,29,191.88
First Class,Corporate,Indianapolis,Indiana,46203,Central,Office Supplies,Storage,909.12,8,0.0,9.0912,3,10,4,5,2017,21,909.12
Second Class,Home Office,Seattle,Washington,98105,West,Office Supplies,Storage,46.51,1,0.0,1.8604,2,3,1,3,2017,16,46.51
Second Class,Consumer,Springfield,Missouri,65807,Central,Office Supplies,Storage,286.29,3,0.0,17.1774,5,9,3,6,2017,10,286.29
Second Class,Corporate,Montgomery,Alabama,36116,South,Office Supplies,Storage,275.97,3,0.0,11.0388,2,10,4,5,2014,18,275.97
Second Class,Consumer,Louisville,Kentucky,40214,South,Office Supplies,Storage,95.94,3,0.0,9.594,3,12,4,0,2017,25,95.94
Standard Class,Consumer,Auburn,Alabama,36830,South,Office Supplies,Storage,900.08,4,0.0,117.0104,5,9,3,6,2016,18,900.08
First Class,Home Office,Providence,Rhode Island,2908,East,Office Supplies,Storage,1606.23,9,0.0,481.869,2,9,3,0,2016,19,1606.23
Standard Class,Corporate,Leominster,Massachusetts,1453,East,Office Supplies,Storage,104.9,5,0.0,25.176,4,11,4,3,2015,26,104.9
First Class,Consumer,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,501.81,3,0.0,0.0,2,6,2,6,2014,22,501.81
First Class,Consumer,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,161.94,3,0.0,9.7164,2,6,2,6,2014,22,161.94
Second Class,Consumer,Indianapolis,Indiana,46203,Central,Office Supplies,Storage,190.86,2,0.0,11.4516,2,9,3,1,2015,15,190.86
Standard Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Storage,199.74,6,0.0,47.9376,6,9,3,0,2015,21,199.74
Standard Class,Consumer,Southaven,Mississippi,38671,South,Office Supplies,Storage,306.2,5,0.0,0.0,4,6,2,4,2014,27,306.2
Standard Class,Corporate,Florence,South Carolina,29501,South,Office Supplies,Storage,628.81,7,0.0,12.5762,6,9,3,5,2017,9,628.81
Standard Class,Corporate,Florence,South Carolina,29501,South,Office Supplies,Storage,56.45,5,0.0,14.677,6,9,3,5,2017,9,56.45
Second Class,Consumer,Springfield,Missouri,65807,Central,Office Supplies,Storage,94.2,6,0.0,23.55,3,4,2,5,2017,1,94.2
Second Class,Consumer,North Charleston,South Carolina,29406,South,Office Supplies,Storage,269.49,3,0.0,5.3898,3,9,3,0,2015,14,269.49
Standard Class,Consumer,Newport News,Virginia,23602,South,Office Supplies,Storage,571.44,4,0.0,165.7176,4,5,2,3,2017,4,571.44
Standard Class,Consumer,Newport News,Virginia,23602,South,Office Supplies,Storage,16.91,1,0.0,4.5657,4,5,2,3,2017,4,16.91
Standard Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Storage,1003.62,6,0.0,0.0,7,12,4,6,2017,24,1003.62
Second Class,Corporate,Newark,Delaware,19711,East,Office Supplies,Storage,85.52,2,0.0,22.2352,2,1,1,4,2015,2,85.52
Standard Class,Home Office,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Storage,1117.92,4,0.0,55.896,5,11,4,4,2016,18,1117.92
Standard Class,Consumer,Orem,Utah,84057,West,Office Supplies,Storage,323.1,2,0.0,61.389,4,5,2,6,2015,31,323.1
Standard Class,Home Office,Alexandria,Virginia,22304,South,Office Supplies,Storage,489.92,8,0.0,0.0,5,1,1,6,2014,26,489.92
Standard Class,Corporate,Columbus,Indiana,47201,Central,Office Supplies,Storage,530.34,2,0.0,95.4612,4,5,2,5,2017,13,530.34
Standard Class,Corporate,Carlsbad,New Mexico,88220,West,Office Supplies,Storage,37.32,3,0.0,10.4496,4,12,4,4,2017,22,37.32
Second Class,Corporate,Provo,Utah,84604,West,Office Supplies,Storage,261.74,2,0.0,65.435,4,9,3,6,2017,17,261.74
Second Class,Corporate,Lowell,Massachusetts,1852,East,Office Supplies,Storage,1325.85,5,0.0,238.653,3,9,3,1,2014,9,1325.85
Second Class,Consumer,Alexandria,Virginia,22304,South,Office Supplies,Storage,81.2,5,0.0,12.18,5,4,2,3,2016,14,81.2
Standard Class,Home Office,Columbus,Georgia,31907,South,Office Supplies,Storage,481.32,4,0.0,125.1432,4,3,1,4,2016,11,481.32
Standard Class,Consumer,Waukesha,Wisconsin,53186,Central,Office Supplies,Storage,54.5,5,0.0,14.17,7,9,3,5,2016,3,54.5
Standard Class,Home Office,Franklin,Massachusetts,2038,East,Office Supplies,Storage,1088.76,6,0.0,315.7404,7,9,3,1,2015,1,1088.76
Same Day,Corporate,Franklin,Massachusetts,2038,East,Office Supplies,Storage,40.29,3,0.0,10.4754,0,8,3,6,2017,20,40.29
Standard Class,Home Office,Seattle,Washington,98115,West,Office Supplies,Storage,310.12,2,0.0,80.6312,4,9,3,4,2014,26,310.12
Standard Class,Consumer,Eagan,Minnesota,55122,Central,Office Supplies,Storage,52.4,5,0.0,14.148,6,11,4,4,2017,3,52.4
Second Class,Consumer,Rochester,New York,14609,East,Office Supplies,Storage,22.58,2,0.0,5.8708,5,10,4,1,2017,3,22.58
Standard Class,Home Office,Columbus,Georgia,31907,South,Office Supplies,Storage,1267.65,9,0.0,152.118,5,5,2,2,2016,25,1267.65
Second Class,Home Office,Albuquerque,New Mexico,87105,West,Office Supplies,Storage,90.8,8,0.0,25.424,5,3,1,0,2017,13,90.8
Standard Class,Corporate,Newark,Delaware,19711,East,Office Supplies,Storage,2934.33,7,0.0,792.2691,5,11,4,0,2014,17,2934.33
Standard Class,Consumer,Springfield,Missouri,65807,Central,Office Supplies,Storage,242.94,3,0.0,4.8588,5,7,3,6,2016,17,242.94
Standard Class,Consumer,Springfield,Missouri,65807,Central,Office Supplies,Storage,265.17,1,0.0,47.7306,5,7,3,6,2016,17,265.17
Second Class,Corporate,Columbia,Maryland,21044,East,Office Supplies,Storage,1633.14,9,0.0,473.6106,3,11,4,3,2017,9,1633.14
Second Class,Corporate,Columbia,Maryland,21044,East,Office Supplies,Storage,544.38,3,0.0,157.8702,3,11,4,3,2017,9,544.38
First Class,Corporate,Arlington,Virginia,22204,South,Office Supplies,Storage,56.45,5,0.0,14.677,2,2,1,0,2016,1,56.45
Second Class,Corporate,Seattle,Washington,98103,West,Office Supplies,Storage,324.9,5,0.0,38.988,2,12,4,6,2017,10,324.9
Standard Class,Home Office,Indianapolis,Indiana,46203,Central,Office Supplies,Storage,443.92,4,0.0,13.3176,7,7,3,5,2017,1,443.92
Standard Class,Corporate,Richmond,Kentucky,40475,South,Office Supplies,Storage,193.95,3,0.0,9.6975,5,11,4,4,2014,21,193.95
Standard Class,Consumer,Newark,Delaware,19711,East,Office Supplies,Storage,29.9,5,0.0,5.083,5,6,2,4,2015,12,29.9
Same Day,Corporate,Henderson,Kentucky,42420,South,Office Supplies,Storage,83.25,3,0.0,14.985,0,5,2,4,2014,9,83.25
First Class,Home Office,Richmond,Kentucky,40475,South,Office Supplies,Storage,105.98,7,0.0,4.2392,2,10,4,0,2017,30,105.98
Standard Class,Consumer,Jackson,Mississippi,39212,South,Office Supplies,Storage,7.89,1,0.0,0.3156,4,7,3,0,2016,25,7.89
Standard Class,Home Office,Richmond,Kentucky,40475,South,Office Supplies,Storage,1443.96,12,0.0,375.4296,6,11,4,4,2017,24,1443.96
Standard Class,Consumer,Clinton,Maryland,20735,East,Office Supplies,Storage,98.21,7,0.0,28.4809,5,7,3,3,2015,9,98.21
Standard Class,Consumer,Newark,Delaware,19711,East,Office Supplies,Storage,360.38,2,0.0,93.6988,6,6,2,6,2016,5,360.38
Standard Class,Corporate,Clinton,Maryland,20735,East,Office Supplies,Storage,41.96,2,0.0,7.9724,5,9,3,4,2015,18,41.96
Standard Class,Corporate,Clinton,Maryland,20735,East,Office Supplies,Storage,636.86,7,0.0,0.0,5,9,3,4,2015,18,636.86
Second Class,Consumer,Columbus,Georgia,31907,South,Office Supplies,Storage,118.25,5,0.0,34.2925,5,9,3,4,2016,23,118.25
Second Class,Home Office,Canton,Michigan,48187,Central,Office Supplies,Storage,501.81,3,0.0,0.0,2,11,4,5,2017,25,501.81
Standard Class,Consumer,Roswell,Georgia,30076,South,Office Supplies,Storage,356.94,2,0.0,107.082,4,6,2,0,2014,2,356.94
Standard Class,Corporate,Chesapeake,Virginia,23320,South,Office Supplies,Storage,61.68,4,0.0,16.6536,6,12,4,1,2015,1,61.68
Standard Class,Consumer,Seattle,Washington,98103,West,Office Supplies,Storage,30.28,2,0.0,1.2112,4,9,3,2,2014,17,30.28
Standard Class,Consumer,Seattle,Washington,98103,West,Office Supplies,Storage,57.93,3,0.0,16.2204,4,9,3,2,2014,17,57.93
Standard Class,Home Office,Plainfield,New Jersey,7060,East,Office Supplies,Storage,2591.56,4,0.0,621.9744,6,4,2,5,2017,8,2591.56
Standard Class,Consumer,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,404.9,5,0.0,16.196,5,9,3,1,2014,23,404.9
Second Class,Consumer,Seattle,Washington,98103,West,Office Supplies,Storage,102.96,2,0.0,1.0296,2,6,2,6,2017,11,102.96
Standard Class,Home Office,Seattle,Washington,98105,West,Office Supplies,Storage,323.1,2,0.0,61.389,4,8,3,4,2017,18,323.1
Second Class,Consumer,Albuquerque,New Mexico,87105,West,Office Supplies,Storage,33.29,1,0.0,7.9896,5,12,4,0,2014,29,33.29
Standard Class,Consumer,Arlington,Virginia,22204,South,Office Supplies,Storage,544.38,3,0.0,157.8702,4,12,4,6,2017,17,544.38
Second Class,Consumer,Fargo,North Dakota,58103,Central,Office Supplies,Storage,704.76,4,0.0,162.0948,2,5,2,5,2017,20,704.76
Standard Class,Consumer,Westland,Michigan,48185,Central,Office Supplies,Storage,965.85,5,0.0,135.219,4,7,3,4,2016,22,965.85
Standard Class,Home Office,Bloomington,Indiana,47401,Central,Office Supplies,Storage,169.45,5,0.0,42.3625,5,11,4,6,2014,16,169.45
Same Day,Consumer,Lawton,Oklahoma,73505,Central,Office Supplies,Storage,333.09,3,0.0,23.3163,0,10,4,6,2017,22,333.09
First Class,Consumer,Florence,South Carolina,29501,South,Office Supplies,Storage,27.92,4,0.0,0.5584,3,3,1,0,2015,23,27.92
Standard Class,Home Office,Jackson,Michigan,49201,Central,Office Supplies,Storage,26.86,2,0.0,6.715,6,12,4,0,2016,12,26.86
Standard Class,Consumer,Rochester,New York,14609,East,Office Supplies,Storage,535.41,3,0.0,160.623,5,5,2,3,2015,28,535.41
Second Class,Corporate,Wilmington,Delaware,19805,East,Office Supplies,Storage,77.55,5,0.0,21.714,3,10,4,0,2015,5,77.55
Standard Class,Home Office,Perth Amboy,New Jersey,8861,East,Office Supplies,Storage,166.45,5,0.0,39.948,6,2,1,4,2017,17,166.45
Standard Class,Consumer,Logan,Utah,84321,West,Office Supplies,Storage,80.98,1,0.0,3.2392,5,3,1,4,2014,14,80.98
Standard Class,Consumer,Logan,Utah,84321,West,Office Supplies,Storage,21.36,2,0.0,5.7672,5,3,1,4,2014,14,21.36
Same Day,Consumer,Rochester,Minnesota,55901,Central,Office Supplies,Storage,221.16,4,0.0,57.5016,0,3,1,6,2017,5,221.16
Standard Class,Corporate,Richmond,Kentucky,40475,South,Office Supplies,Storage,69.52,2,0.0,19.4656,7,11,4,5,2014,1,69.52
Standard Class,Consumer,Wausau,Wisconsin,54401,Central,Office Supplies,Storage,36.63,3,0.0,9.8901,5,11,4,4,2014,7,36.63
Standard Class,Consumer,Wausau,Wisconsin,54401,Central,Office Supplies,Storage,22.58,2,0.0,5.8708,5,11,4,4,2014,7,22.58
Standard Class,Consumer,Pasco,Washington,99301,West,Office Supplies,Storage,485.88,6,0.0,19.4352,6,9,3,0,2014,8,485.88
Standard Class,Consumer,Seattle,Washington,98103,West,Office Supplies,Storage,344.91,3,0.0,10.3473,5,11,4,0,2017,13,344.91
Second Class,Corporate,Henderson,Kentucky,42420,South,Office Supplies,Storage,59.92,4,0.0,16.7776,3,11,4,3,2017,2,59.92
Second Class,Corporate,Marietta,Georgia,30062,South,Office Supplies,Storage,1126.02,3,0.0,56.301,3,11,4,0,2016,28,1126.02
Second Class,Corporate,Marietta,Georgia,30062,South,Office Supplies,Storage,1263.3,6,0.0,315.825,3,11,4,0,2016,28,1263.3
Standard Class,Corporate,Seattle,Washington,98103,West,Office Supplies,Storage,227.28,2,0.0,2.2728,7,12,4,4,2016,23,227.28
Standard Class,Corporate,Seattle,Washington,98103,West,Office Supplies,Storage,1117.92,4,0.0,55.896,7,12,4,4,2016,23,1117.92
Second Class,Corporate,Concord,New Hampshire,3301,East,Office Supplies,Storage,269.9,5,0.0,16.194,2,10,4,1,2014,14,269.9
Standard Class,Consumer,Lafayette,Indiana,47905,Central,Office Supplies,Storage,375.34,1,0.0,18.767,6,12,4,3,2017,21,375.34
First Class,Consumer,Seattle,Washington,98103,West,Office Supplies,Storage,242.94,3,0.0,4.8588,1,3,1,4,2014,7,242.94
Second Class,Corporate,Richmond,Indiana,47374,Central,Office Supplies,Storage,714.3,5,0.0,207.147,4,11,4,1,2015,10,714.3
Second Class,Consumer,Georgetown,Kentucky,40324,South,Office Supplies,Storage,584.82,9,0.0,70.1784,2,12,4,0,2016,5,584.82
Standard Class,Corporate,Woonsocket,Rhode Island,2895,East,Office Supplies,Storage,51.45,3,0.0,13.8915,4,5,2,5,2015,23,51.45
Standard Class,Corporate,Lafayette,Louisiana,70506,South,Office Supplies,Storage,232.55,5,0.0,9.302,4,4,2,4,2014,4,232.55
First Class,Corporate,Helena,Montana,59601,West,Office Supplies,Storage,39.9,5,0.0,10.374,3,9,3,0,2017,25,39.9
Standard Class,Consumer,Midland,Michigan,48640,Central,Office Supplies,Storage,62.94,3,0.0,11.9586,6,11,4,0,2014,10,62.94
Standard Class,Consumer,Midland,Michigan,48640,Central,Office Supplies,Storage,535.41,3,0.0,160.623,6,11,4,0,2014,10,535.41
First Class,Consumer,Columbus,Georgia,31907,South,Office Supplies,Storage,40.29,3,0.0,10.0725,3,9,3,6,2017,24,40.29
Standard Class,Consumer,Auburn,New York,13021,East,Office Supplies,Storage,105.98,2,0.0,4.2392,6,9,3,5,2015,12,105.98
Standard Class,Corporate,Newark,Delaware,19711,East,Office Supplies,Storage,465.18,3,0.0,120.9468,6,1,1,0,2015,12,465.18
Standard Class,Consumer,Detroit,Michigan,48234,Central,Office Supplies,Storage,85.52,2,0.0,22.2352,5,10,4,5,2017,7,85.52
Standard Class,Corporate,Seattle,Washington,98105,West,Office Supplies,Storage,15.84,3,0.0,0.0,5,3,1,6,2014,30,15.84
Standard Class,Corporate,Oceanside,New York,11572,East,Office Supplies,Storage,296.37,3,0.0,80.0199,5,2,1,6,2016,21,296.37
Second Class,Consumer,Oceanside,New York,11572,East,Office Supplies,Storage,244.55,5,0.0,4.891,5,11,4,0,2015,9,244.55
Standard Class,Consumer,Seattle,Washington,98103,West,Office Supplies,Storage,15.58,1,0.0,3.895,5,6,2,5,2017,10,15.58
Same Day,Corporate,Fremont,Nebraska,68025,Central,Office Supplies,Storage,750.68,2,0.0,37.534,0,12,4,1,2017,26,750.68
First Class,Home Office,Maple Grove,Minnesota,55369,Central,Office Supplies,Storage,84.55,5,0.0,22.8285,3,6,2,3,2017,15,84.55
Standard Class,Home Office,Concord,New Hampshire,3301,East,Office Supplies,Storage,67.4,5,0.0,17.524,4,9,3,4,2017,22,67.4
Standard Class,Consumer,North Las Vegas,Nevada,89031,West,Office Supplies,Storage,1325.85,5,0.0,238.653,4,12,4,6,2015,6,1325.85
Standard Class,Consumer,Richmond,Virginia,23223,South,Office Supplies,Storage,177.55,5,0.0,47.9385,4,9,3,0,2017,25,177.55
Second Class,Consumer,Lafayette,Indiana,47905,Central,Office Supplies,Storage,81.4,5,0.0,21.164,4,3,1,2,2017,29,81.4
Second Class,Consumer,Seattle,Washington,98103,West,Office Supplies,Storage,353.88,6,0.0,17.694,2,9,3,3,2015,10,353.88
Standard Class,Consumer,Seattle,Washington,98115,West,Office Supplies,Storage,83.7,5,0.0,3.348,7,3,1,4,2015,27,83.7
Standard Class,Home Office,Roseville,Minnesota,55113,Central,Office Supplies,Storage,795.51,3,0.0,143.1918,4,11,4,1,2015,10,795.51
Standard Class,Home Office,Columbus,Georgia,31907,South,Office Supplies,Storage,59.76,1,0.0,16.7328,4,3,1,3,2017,30,59.76
First Class,Corporate,Cranston,Rhode Island,2920,East,Office Supplies,Storage,42.76,1,0.0,11.1176,3,10,4,6,2017,8,42.76
Standard Class,Home Office,Seattle,Washington,98115,West,Office Supplies,Storage,46.53,3,0.0,13.0284,5,12,4,5,2016,17,46.53
Standard Class,Corporate,Overland Park,Kansas,66212,Central,Office Supplies,Storage,360.38,2,0.0,93.6988,4,7,3,3,2017,13,360.38
Standard Class,Home Office,Tulsa,Oklahoma,74133,Central,Office Supplies,Storage,19.86,2,0.0,5.7594,6,9,3,6,2014,7,19.86
Standard Class,Consumer,Hattiesburg,Mississippi,39401,South,Office Supplies,Storage,87.92,4,0.0,0.8792,6,7,3,1,2016,19,87.92
Standard Class,Consumer,Georgetown,Kentucky,40324,South,Office Supplies,Storage,129.92,4,0.0,5.1968,4,9,3,6,2016,4,129.92
Standard Class,Home Office,Rochester,New York,14609,East,Office Supplies,Storage,142.04,4,0.0,38.3508,6,4,2,4,2015,10,142.04
Standard Class,Consumer,Manchester,Connecticut,6040,East,Office Supplies,Storage,195.64,4,0.0,3.9128,6,7,3,6,2017,9,195.64
Standard Class,Home Office,Springfield,Missouri,65807,Central,Office Supplies,Storage,838.38,2,0.0,226.3626,6,8,3,5,2014,2,838.38
Standard Class,Consumer,Columbia,South Carolina,29203,South,Office Supplies,Storage,85.96,7,0.0,24.0688,5,9,3,0,2015,21,85.96
Standard Class,Consumer,Columbia,South Carolina,29203,South,Office Supplies,Storage,63.96,2,0.0,6.396,5,9,3,0,2015,21,63.96
Standard Class,Consumer,Columbia,South Carolina,29203,South,Office Supplies,Storage,887.84,8,0.0,17.7568,5,9,3,0,2015,21,887.84
Same Day,Consumer,Seattle,Washington,98103,West,Office Supplies,Storage,31.44,3,0.0,8.4888,0,12,4,2,2017,13,31.44
Standard Class,Corporate,Seattle,Washington,98103,West,Office Supplies,Storage,1000.02,7,0.0,290.0058,7,8,3,4,2017,18,1000.02
Standard Class,Consumer,Trenton,Michigan,48183,Central,Office Supplies,Storage,20.86,7,0.0,1.4602,6,10,4,3,2016,20,20.86
Second Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Storage,69.52,2,0.0,17.38,5,7,3,6,2016,17,69.52
Standard Class,Corporate,Beverly,Massachusetts,1915,East,Office Supplies,Storage,704.25,5,0.0,84.51,4,12,4,6,2014,28,704.25
Standard Class,Corporate,Fairfield,Connecticut,6824,East,Office Supplies,Storage,579.51,3,0.0,81.1314,5,2,1,3,2017,16,579.51
Standard Class,Consumer,Westland,Michigan,48185,Central,Office Supplies,Storage,13.98,1,0.0,4.0542,6,1,1,0,2014,20,13.98
Standard Class,Consumer,Westland,Michigan,48185,Central,Office Supplies,Storage,66.58,2,0.0,15.9792,6,1,1,0,2014,20,66.58
Standard Class,Home Office,Waterbury,Connecticut,6708,East,Office Supplies,Storage,286.15,5,0.0,71.5375,4,4,2,0,2017,10,286.15
Standard Class,Consumer,Detroit,Michigan,48234,Central,Office Supplies,Storage,229.94,2,0.0,6.8982,5,1,1,3,2014,30,229.94
Second Class,Corporate,Spokane,Washington,99207,West,Office Supplies,Storage,149.73,7,0.0,43.4217,2,8,3,3,2017,31,149.73
Standard Class,Corporate,Tulsa,Oklahoma,74133,Central,Office Supplies,Storage,332.94,3,0.0,9.9882,5,10,4,0,2016,31,332.94
First Class,Consumer,Pocatello,Idaho,83201,West,Office Supplies,Storage,477.15,5,0.0,28.629,2,5,2,5,2017,27,477.15
Standard Class,Home Office,Providence,Rhode Island,2908,East,Office Supplies,Storage,2079.4,5,0.0,582.232,6,12,4,4,2016,2,2079.4
First Class,Consumer,Seattle,Washington,98103,West,Office Supplies,Storage,33.29,1,0.0,7.9896,3,11,4,3,2017,16,33.29
Standard Class,Corporate,Plainfield,New Jersey,7060,East,Office Supplies,Storage,563.4,4,0.0,67.608,5,11,4,4,2016,25,563.4
Same Day,Corporate,Clinton,Maryland,20735,East,Office Supplies,Storage,89.82,6,0.0,25.1496,0,3,1,1,2015,10,89.82
Second Class,Consumer,Meriden,Connecticut,6450,East,Office Supplies,Storage,10.9,1,0.0,2.834,5,9,3,5,2017,2,10.9
Standard Class,Corporate,Lakewood,New Jersey,8701,East,Office Supplies,Storage,81.96,2,0.0,0.0,4,9,3,4,2017,15,81.96
